[2026-01-16 22:15:54.946] V:0.924V | I:-0.000A | mAh:-0.01
[2026-01-16 23:43:39.517] V:4.112V | I:0.449A | mAh:815.37
[2026-01-16 23:43:40.511] V:4.112V | I:0.450A | mAh:815.49
[2026-01-16 23:43:41.519] V:4.116V | I:0.450A | mAh:815.62
[2026-01-16 23:43:42.523] V:4.108V | I:0.451A | mAh:815.74
[2026-01-16 23:43:43.520] V:4.112V | I:0.449A | mAh:815.87
[2026-01-16 23:43:44.523] V:4.112V | I:0.450A | mAh:815.99
[2026-01-16 23:43:45.523] V:4.112V | I:0.449A | mAh:816.12
[2026-01-16 23:43:46.524] V:4.108V | I:0.450A | mAh:816.24
[2026-01-16 23:43:47.524] V:4.112V | I:0.450A | mAh:816.37
[2026-01-16 23:43:48.533] V:4.108V | I:0.451A | mAh:816.49
[2026-01-16 23:43:49.542] V:4.112V | I:0.450A | mAh:816.62
[2026-01-16 23:43:50.534] V:4.112V | I:0.450A | mAh:816.74
[2026-01-16 23:43:51.542] V:4.112V | I:0.451A | mAh:816.87
[2026-01-16 23:43:52.550] V:4.112V | I:0.451A | mAh:817.00
[2026-01-16 23:43:53.545] V:4.112V | I:0.450A | mAh:817.12
[2026-01-16 23:43:54.550] V:4.112V | I:0.449A | mAh:817.25
[2026-01-16 23:43:55.542] V:4.116V | I:0.449A | mAh:817.37
[2026-01-16 23:43:56.550] V:4.112V | I:0.450A | mAh:817.50
[2026-01-16 23:43:57.554] V:4.112V | I:0.449A | mAh:817.62
[2026-01-16 23:43:58.563] V:4.116V | I:0.449A | mAh:817.75
[2026-01-16 23:43:59.551] V:4.108V | I:0.450A | mAh:817.87
[2026-01-16 23:44:00.557] V:4.112V | I:0.448A | mAh:818.00
[2026-01-16 23:44:01.563] V:4.112V | I:0.448A | mAh:818.12
[2026-01-16 23:44:02.570] V:4.112V | I:0.449A | mAh:818.25
[2026-01-16 23:44:03.558] V:4.112V | I:0.449A | mAh:818.37
[2026-01-16 23:44:04.568] V:4.112V | I:0.450A | mAh:818.50
[2026-01-16 23:44:05.562] V:4.112V | I:0.452A | mAh:818.62
[2026-01-16 23:44:06.569] V:4.116V | I:0.449A | mAh:818.75
[2026-01-16 23:44:07.579] V:4.112V | I:0.449A | mAh:818.87
[2026-01-16 23:44:08.568] V:4.112V | I:0.449A | mAh:819.00
[2026-01-16 23:44:09.575] V:4.116V | I:0.451A | mAh:819.12
[2026-01-16 23:44:10.584] V:4.116V | I:0.450A | mAh:819.25
[2026-01-16 23:44:11.578] V:4.112V | I:0.449A | mAh:819.37
[2026-01-16 23:44:12.589] V:4.112V | I:0.450A | mAh:819.50
[2026-01-16 23:44:13.579] V:4.112V | I:0.448A | mAh:819.62
[2026-01-16 23:44:14.586] V:4.112V | I:0.450A | mAh:819.75
[2026-01-16 23:44:15.590] V:4.116V | I:0.450A | mAh:819.87
[2026-01-16 23:44:16.583] V:4.112V | I:0.449A | mAh:820.00
[2026-01-16 23:44:17.591] V:4.108V | I:0.449A | mAh:820.12
[2026-01-16 23:44:18.602] V:4.116V | I:0.449A | mAh:820.25
[2026-01-16 23:44:19.590] V:4.112V | I:0.450A | mAh:820.37
[2026-01-16 23:44:20.601] V:4.112V | I:0.450A | mAh:820.50
[2026-01-16 23:44:21.595] V:4.112V | I:0.449A | mAh:820.62
[2026-01-16 23:44:22.603] V:4.108V | I:0.448A | mAh:820.75
[2026-01-16 23:44:23.611] V:4.112V | I:0.447A | mAh:820.87
[2026-01-16 23:44:24.603] V:4.112V | I:0.448A | mAh:821.00
[2026-01-16 23:44:25.608] V:4.116V | I:0.448A | mAh:821.12
[2026-01-16 23:44:26.613] V:4.112V | I:0.448A | mAh:821.25
[2026-01-16 23:44:27.605] V:4.112V | I:0.447A | mAh:821.37
[2026-01-16 23:44:28.612] V:4.116V | I:0.449A | mAh:821.50
[2026-01-16 23:44:29.619] V:4.116V | I:0.450A | mAh:821.62
[2026-01-16 23:44:30.612] V:4.112V | I:0.448A | mAh:821.75
[2026-01-16 23:44:31.618] V:4.108V | I:0.450A | mAh:821.87
[2026-01-16 23:44:32.627] V:4.116V | I:0.449A | mAh:822.00
[2026-01-16 23:44:33.617] V:4.112V | I:0.450A | mAh:822.12
[2026-01-16 23:44:34.627] V:4.112V | I:0.449A | mAh:822.25
[2026-01-16 23:44:35.633] V:4.116V | I:0.448A | mAh:822.37
[2026-01-16 23:44:36.628] V:4.112V | I:0.448A | mAh:822.50
[2026-01-16 23:44:37.635] V:4.112V | I:0.450A | mAh:822.62
[2026-01-16 23:44:38.641] V:4.112V | I:0.449A | mAh:822.75
[2026-01-16 23:44:39.633] V:4.112V | I:0.448A | mAh:822.87
[2026-01-16 23:44:40.642] V:4.112V | I:0.449A | mAh:823.00
[2026-01-16 23:44:41.634] V:4.112V | I:0.447A | mAh:823.12
[2026-01-16 23:44:42.640] V:4.112V | I:0.447A | mAh:823.25
[2026-01-16 23:44:43.646] V:4.116V | I:0.446A | mAh:823.37
[2026-01-16 23:44:44.653] V:4.112V | I:0.447A | mAh:823.49
[2026-01-16 23:44:45.644] V:4.112V | I:0.446A | mAh:823.62
[2026-01-16 23:44:46.653] V:4.116V | I:0.447A | mAh:823.74
[2026-01-16 23:44:47.660] V:4.112V | I:0.447A | mAh:823.87
[2026-01-16 23:44:48.661] V:4.112V | I:0.448A | mAh:823.99
[2026-01-16 23:44:49.659] V:4.108V | I:0.445A | mAh:824.12
[2026-01-16 23:44:50.658] V:4.112V | I:0.447A | mAh:824.24
[2026-01-16 23:44:51.658] V:4.112V | I:0.448A | mAh:824.36
[2026-01-16 23:44:52.657] V:4.112V | I:0.446A | mAh:824.49
[2026-01-16 23:44:53.666] V:4.116V | I:0.447A | mAh:824.61
[2026-01-16 23:44:54.670] V:4.112V | I:0.447A | mAh:824.74
[2026-01-16 23:44:55.675] V:4.112V | I:0.447A | mAh:824.86
[2026-01-16 23:44:56.667] V:4.116V | I:0.448A | mAh:824.99
[2026-01-16 23:44:57.676] V:4.112V | I:0.446A | mAh:825.11
[2026-01-16 23:44:58.682] V:4.116V | I:0.448A | mAh:825.24
[2026-01-16 23:44:59.678] V:4.112V | I:0.446A | mAh:825.36
[2026-01-16 23:45:00.684] V:4.112V | I:0.447A | mAh:825.48
[2026-01-16 23:45:01.678] V:4.116V | I:0.445A | mAh:825.61
[2026-01-16 23:45:02.686] V:4.112V | I:0.447A | mAh:825.73
[2026-01-16 23:45:03.676] V:4.112V | I:0.447A | mAh:825.86
[2026-01-16 23:45:04.685] V:4.116V | I:0.447A | mAh:825.98
[2026-01-16 23:45:05.690] V:4.112V | I:0.448A | mAh:826.11
[2026-01-16 23:45:06.684] V:4.116V | I:0.446A | mAh:826.23
[2026-01-16 23:45:07.690] V:4.112V | I:0.446A | mAh:826.35
[2026-01-16 23:45:08.700] V:4.112V | I:0.447A | mAh:826.48
[2026-01-16 23:45:09.692] V:4.112V | I:0.447A | mAh:826.60
[2026-01-16 23:45:10.698] V:4.116V | I:0.446A | mAh:826.73
[2026-01-16 23:45:11.705] V:4.112V | I:0.446A | mAh:826.85
[2026-01-16 23:45:12.695] V:4.112V | I:0.447A | mAh:826.98
[2026-01-16 23:45:13.703] V:4.112V | I:0.445A | mAh:827.10
[2026-01-16 23:45:14.709] V:4.112V | I:0.446A | mAh:827.22
[2026-01-16 23:45:15.700] V:4.116V | I:0.446A | mAh:827.35
[2026-01-16 23:45:16.702] V:4.112V | I:0.447A | mAh:827.47
[2026-01-16 23:45:17.708] V:4.112V | I:0.448A | mAh:827.60
[2026-01-16 23:45:18.715] V:4.112V | I:0.445A | mAh:827.72
[2026-01-16 23:45:19.720] V:4.116V | I:0.446A | mAh:827.85
[2026-01-16 23:45:20.711] V:4.116V | I:0.446A | mAh:827.97
[2026-01-16 23:45:21.720] V:4.112V | I:0.445A | mAh:828.09
[2026-01-16 23:45:22.729] V:4.116V | I:0.444A | mAh:828.22
[2026-01-16 23:45:23.716] V:4.112V | I:0.447A | mAh:828.34
[2026-01-16 23:45:24.723] V:4.112V | I:0.444A | mAh:828.47
[2026-01-16 23:45:25.726] V:4.112V | I:0.445A | mAh:828.59
[2026-01-16 23:45:26.730] V:4.112V | I:0.445A | mAh:828.71
[2026-01-16 23:45:27.724] V:4.116V | I:0.444A | mAh:828.84
[2026-01-16 23:45:28.732] V:4.116V | I:0.443A | mAh:828.96
[2026-01-16 23:45:29.741] V:4.116V | I:0.443A | mAh:829.08
[2026-01-16 23:45:30.732] V:4.116V | I:0.444A | mAh:829.21
[2026-01-16 23:45:31.740] V:4.116V | I:0.444A | mAh:829.33
[2026-01-16 23:45:32.745] V:4.116V | I:0.445A | mAh:829.45
[2026-01-16 23:45:33.738] V:4.112V | I:0.444A | mAh:829.58
[2026-01-16 23:45:34.745] V:4.116V | I:0.446A | mAh:829.70
[2026-01-16 23:45:35.753] V:4.116V | I:0.444A | mAh:829.83
[2026-01-16 23:45:36.748] V:4.112V | I:0.444A | mAh:829.95
[2026-01-16 23:45:37.758] V:4.112V | I:0.446A | mAh:830.07
[2026-01-16 23:45:38.748] V:4.112V | I:0.445A | mAh:830.20
[2026-01-16 23:45:39.757] V:4.116V | I:0.443A | mAh:830.32
[2026-01-16 23:45:40.751] V:4.116V | I:0.446A | mAh:830.44
[2026-01-16 23:45:41.761] V:4.116V | I:0.444A | mAh:830.57
[2026-01-16 23:45:42.768] V:4.116V | I:0.444A | mAh:830.69
[2026-01-16 23:45:43.762] V:4.116V | I:0.444A | mAh:830.82
[2026-01-16 23:45:44.770] V:4.116V | I:0.443A | mAh:830.94
[2026-01-16 23:45:45.762] V:4.112V | I:0.444A | mAh:831.06
[2026-01-16 23:45:46.767] V:4.112V | I:0.446A | mAh:831.19
[2026-01-16 23:45:47.775] V:4.116V | I:0.445A | mAh:831.31
[2026-01-16 23:45:48.779] V:4.112V | I:0.445A | mAh:831.43
[2026-01-16 23:45:49.773] V:4.112V | I:0.444A | mAh:831.56
[2026-01-16 23:45:50.781] V:4.112V | I:0.444A | mAh:831.68
[2026-01-16 23:45:51.787] V:4.116V | I:0.445A | mAh:831.81
[2026-01-16 23:45:52.781] V:4.108V | I:0.446A | mAh:831.93
[2026-01-16 23:45:53.782] V:4.112V | I:0.445A | mAh:832.05
[2026-01-16 23:45:54.783] V:4.112V | I:0.446A | mAh:832.18
[2026-01-16 23:45:55.782] V:4.116V | I:0.444A | mAh:832.30
[2026-01-16 23:45:56.796] V:4.112V | I:0.445A | mAh:832.42
[2026-01-16 23:45:57.792] V:4.116V | I:0.444A | mAh:832.55
[2026-01-16 23:45:58.792] V:4.112V | I:0.445A | mAh:832.67
[2026-01-16 23:45:59.802] V:4.116V | I:0.445A | mAh:832.80
[2026-01-16 23:46:00.805] V:4.112V | I:0.444A | mAh:832.92
[2026-01-16 23:46:01.796] V:4.112V | I:0.445A | mAh:833.04
[2026-01-16 23:46:02.802] V:4.112V | I:0.444A | mAh:833.17
[2026-01-16 23:46:03.811] V:4.116V | I:0.443A | mAh:833.29
[2026-01-16 23:46:04.801] V:4.116V | I:0.444A | mAh:833.41
[2026-01-16 23:46:05.808] V:4.116V | I:0.444A | mAh:833.54
[2026-01-16 23:46:06.816] V:4.116V | I:0.441A | mAh:833.66
[2026-01-16 23:46:07.807] V:4.116V | I:0.443A | mAh:833.78
[2026-01-16 23:46:08.818] V:4.116V | I:0.443A | mAh:833.91
[2026-01-16 23:46:09.810] V:4.112V | I:0.442A | mAh:834.03
[2026-01-16 23:46:10.818] V:4.112V | I:0.443A | mAh:834.15
[2026-01-16 23:46:11.826] V:4.116V | I:0.443A | mAh:834.28
[2026-01-16 23:46:12.820] V:4.116V | I:0.444A | mAh:834.40
[2026-01-16 23:46:13.826] V:4.112V | I:0.443A | mAh:834.52
[2026-01-16 23:46:14.832] V:4.116V | I:0.441A | mAh:834.65
[2026-01-16 23:46:15.823] V:4.116V | I:0.443A | mAh:834.77
[2026-01-16 23:46:16.827] V:4.112V | I:0.443A | mAh:834.89
[2026-01-16 23:46:17.835] V:4.116V | I:0.443A | mAh:835.02
[2026-01-16 23:46:18.840] V:4.112V | I:0.442A | mAh:835.14
[2026-01-16 23:46:19.829] V:4.116V | I:0.441A | mAh:835.26
[2026-01-16 23:46:20.836] V:4.108V | I:0.442A | mAh:835.38
[2026-01-16 23:46:21.847] V:4.116V | I:0.443A | mAh:835.51
[2026-01-16 23:46:22.840] V:4.116V | I:0.442A | mAh:835.63
[2026-01-16 23:46:23.846] V:4.116V | I:0.442A | mAh:835.75
[2026-01-16 23:46:24.849] V:4.116V | I:0.440A | mAh:835.88
[2026-01-16 23:46:25.852] V:4.112V | I:0.442A | mAh:836.00
[2026-01-16 23:46:26.844] V:4.112V | I:0.442A | mAh:836.12
[2026-01-16 23:46:27.852] V:4.112V | I:0.444A | mAh:836.25
[2026-01-16 23:46:28.859] V:4.116V | I:0.442A | mAh:836.37
[2026-01-16 23:46:29.852] V:4.112V | I:0.442A | mAh:836.49
[2026-01-16 23:46:30.858] V:4.116V | I:0.443A | mAh:836.61
[2026-01-16 23:46:31.851] V:4.116V | I:0.443A | mAh:836.74
[2026-01-16 23:46:32.854] V:4.116V | I:0.443A | mAh:836.86
[2026-01-16 23:46:33.865] V:4.112V | I:0.441A | mAh:836.98
[2026-01-16 23:46:34.870] V:4.112V | I:0.441A | mAh:837.11
[2026-01-16 23:46:35.860] V:4.116V | I:0.442A | mAh:837.23
[2026-01-16 23:46:36.868] V:4.116V | I:0.441A | mAh:837.35
[2026-01-16 23:46:37.876] V:4.112V | I:0.442A | mAh:837.48
[2026-01-16 23:46:38.867] V:4.112V | I:0.441A | mAh:837.60
[2026-01-16 23:46:39.875] V:4.112V | I:0.441A | mAh:837.72
[2026-01-16 23:46:40.869] V:4.108V | I:0.440A | mAh:837.84
[2026-01-16 23:46:41.874] V:4.116V | I:0.442A | mAh:837.97
[2026-01-16 23:46:42.882] V:4.116V | I:0.441A | mAh:838.09
[2026-01-16 23:46:43.876] V:4.112V | I:0.443A | mAh:838.21
[2026-01-16 23:46:44.887] V:4.116V | I:0.442A | mAh:838.34
[2026-01-16 23:46:45.880] V:4.116V | I:0.440A | mAh:838.46
[2026-01-16 23:46:46.887] V:4.112V | I:0.442A | mAh:838.58
[2026-01-16 23:46:47.898] V:4.116V | I:0.441A | mAh:838.70
[2026-01-16 23:46:48.889] V:4.112V | I:0.443A | mAh:838.83
[2026-01-16 23:46:49.897] V:4.116V | I:0.440A | mAh:838.95
[2026-01-16 23:46:50.903] V:4.116V | I:0.442A | mAh:839.07
[2026-01-16 23:46:51.910] V:4.112V | I:0.442A | mAh:839.20
[2026-01-16 23:46:52.901] V:4.116V | I:0.440A | mAh:839.32
[2026-01-16 23:46:53.908] V:4.112V | I:0.441A | mAh:839.44
[2026-01-16 23:46:54.899] V:4.112V | I:0.441A | mAh:839.56
[2026-01-16 23:46:55.903] V:4.112V | I:0.442A | mAh:839.69
[2026-01-16 23:46:56.913] V:4.116V | I:0.440A | mAh:839.81
[2026-01-16 23:46:57.915] V:4.112V | I:0.442A | mAh:839.93
[2026-01-16 23:46:58.910] V:4.116V | I:0.442A | mAh:840.06
[2026-01-16 23:46:59.916] V:4.112V | I:0.442A | mAh:840.18
[2026-01-16 23:47:00.918] V:4.116V | I:0.441A | mAh:840.30
[2026-01-16 23:47:01.918] V:4.116V | I:0.440A | mAh:840.42
[2026-01-16 23:47:02.919] V:4.116V | I:0.441A | mAh:840.55
[2026-01-16 23:47:03.919] V:4.112V | I:0.442A | mAh:840.67
[2026-01-16 23:47:04.926] V:4.116V | I:0.443A | mAh:840.79
[2026-01-16 23:47:05.919] V:4.116V | I:0.442A | mAh:840.92
[2026-01-16 23:47:06.924] V:4.120V | I:0.440A | mAh:841.04
[2026-01-16 23:47:07.932] V:4.112V | I:0.442A | mAh:841.16
[2026-01-16 23:47:08.938] V:4.112V | I:0.439A | mAh:841.28
[2026-01-16 23:47:09.931] V:4.112V | I:0.440A | mAh:841.41
[2026-01-16 23:47:10.938] V:4.116V | I:0.440A | mAh:841.53
[2026-01-16 23:47:11.932] V:4.116V | I:0.442A | mAh:841.65
[2026-01-16 23:47:12.940] V:4.116V | I:0.440A | mAh:841.77
[2026-01-16 23:47:13.947] V:4.116V | I:0.441A | mAh:841.90
[2026-01-16 23:47:14.938] V:4.112V | I:0.440A | mAh:842.02
[2026-01-16 23:47:15.943] V:4.116V | I:0.440A | mAh:842.14
[2026-01-16 23:47:16.949] V:4.116V | I:0.440A | mAh:842.26
[2026-01-16 23:47:17.958] V:4.116V | I:0.440A | mAh:842.39
[2026-01-16 23:47:18.950] V:4.116V | I:0.441A | mAh:842.51
[2026-01-16 23:47:19.960] V:4.116V | I:0.438A | mAh:842.63
[2026-01-16 23:47:20.951] V:4.116V | I:0.439A | mAh:842.75
[2026-01-16 23:47:21.960] V:4.116V | I:0.439A | mAh:842.88
[2026-01-16 23:47:22.965] V:4.116V | I:0.439A | mAh:843.00
[2026-01-16 23:47:23.957] V:4.116V | I:0.439A | mAh:843.12
[2026-01-16 23:47:24.960] V:4.116V | I:0.441A | mAh:843.24
[2026-01-16 23:47:25.965] V:4.116V | I:0.441A | mAh:843.37
[2026-01-16 23:47:26.966] V:4.116V | I:0.439A | mAh:843.49
[2026-01-16 23:47:27.970] V:4.116V | I:0.441A | mAh:843.61
[2026-01-16 23:47:28.979] V:4.116V | I:0.439A | mAh:843.73
[2026-01-16 23:47:29.970] V:4.116V | I:0.441A | mAh:843.86
[2026-01-16 23:47:30.973] V:4.116V | I:0.441A | mAh:843.98
[2026-01-16 23:47:31.979] V:4.116V | I:0.440A | mAh:844.10
[2026-01-16 23:47:32.986] V:4.116V | I:0.441A | mAh:844.22
[2026-01-16 23:47:33.977] V:4.116V | I:0.440A | mAh:844.35
[2026-01-16 23:47:34.985] V:4.112V | I:0.440A | mAh:844.47
[2026-01-16 23:47:35.991] V:4.116V | I:0.442A | mAh:844.59
[2026-01-16 23:47:36.982] V:4.112V | I:0.439A | mAh:844.71
[2026-01-16 23:47:37.991] V:4.116V | I:0.438A | mAh:844.84
[2026-01-16 23:47:38.996] V:4.116V | I:0.441A | mAh:844.96
[2026-01-16 23:47:39.989] V:4.112V | I:0.437A | mAh:845.08
[2026-01-16 23:47:41.000] V:4.116V | I:0.437A | mAh:845.20
[2026-01-16 23:47:41.990] V:4.112V | I:0.438A | mAh:845.32
[2026-01-16 23:47:43.001] V:4.112V | I:0.438A | mAh:845.45
[2026-01-16 23:47:44.004] V:4.116V | I:0.441A | mAh:845.57
[2026-01-16 23:47:44.997] V:4.116V | I:0.439A | mAh:845.69
[2026-01-16 23:47:46.002] V:4.116V | I:0.440A | mAh:845.81
[2026-01-16 23:47:47.006] V:4.116V | I:0.439A | mAh:845.94
[2026-01-16 23:47:48.015] V:4.116V | I:0.438A | mAh:846.06
[2026-01-16 23:47:49.005] V:4.116V | I:0.438A | mAh:846.18
[2026-01-16 23:47:50.015] V:4.116V | I:0.438A | mAh:846.30
[2026-01-16 23:47:51.023] V:4.116V | I:0.438A | mAh:846.42
[2026-01-16 23:47:52.014] V:4.116V | I:0.439A | mAh:846.55
[2026-01-16 23:47:53.020] V:4.116V | I:0.439A | mAh:846.67
[2026-01-16 23:47:54.029] V:4.112V | I:0.440A | mAh:846.79
[2026-01-16 23:47:55.023] V:4.116V | I:0.438A | mAh:846.91
[2026-01-16 23:47:56.033] V:4.116V | I:0.438A | mAh:847.03
[2026-01-16 23:47:57.036] V:4.116V | I:0.438A | mAh:847.16
[2026-01-16 23:47:58.029] V:4.116V | I:0.438A | mAh:847.28
[2026-01-16 23:47:59.038] V:4.116V | I:0.439A | mAh:847.40
[2026-01-16 23:48:00.029] V:4.116V | I:0.438A | mAh:847.52
[2026-01-16 23:48:01.035] V:4.116V | I:0.440A | mAh:847.64
[2026-01-16 23:48:02.038] V:4.112V | I:0.441A | mAh:847.77
[2026-01-16 23:48:03.045] V:4.116V | I:0.439A | mAh:847.89
[2026-01-16 23:48:04.049] V:4.116V | I:0.438A | mAh:848.01
[2026-01-16 23:48:05.039] V:4.116V | I:0.439A | mAh:848.13
[2026-01-16 23:48:06.046] V:4.116V | I:0.439A | mAh:848.25
[2026-01-16 23:48:07.041] V:4.116V | I:0.438A | mAh:848.38
[2026-01-16 23:48:08.046] V:4.116V | I:0.438A | mAh:848.50
[2026-01-16 23:48:09.056] V:4.120V | I:0.439A | mAh:848.62
[2026-01-16 23:48:10.063] V:4.116V | I:0.438A | mAh:848.74
[2026-01-16 23:48:11.053] V:4.112V | I:0.438A | mAh:848.86
[2026-01-16 23:48:12.062] V:4.116V | I:0.439A | mAh:848.99
[2026-01-16 23:48:13.066] V:4.116V | I:0.439A | mAh:849.11
[2026-01-16 23:48:14.058] V:4.116V | I:0.438A | mAh:849.23
[2026-01-16 23:48:15.066] V:4.116V | I:0.439A | mAh:849.35
[2026-01-16 23:48:16.071] V:4.116V | I:0.440A | mAh:849.48
[2026-01-16 23:48:17.063] V:4.116V | I:0.439A | mAh:849.60
[2026-01-16 23:48:18.068] V:4.116V | I:0.439A | mAh:849.72
[2026-01-16 23:48:19.078] V:4.116V | I:0.438A | mAh:849.84
[2026-01-16 23:48:20.069] V:4.116V | I:0.438A | mAh:849.96
[2026-01-16 23:48:21.078] V:4.116V | I:0.440A | mAh:850.09
[2026-01-16 23:48:22.086] V:4.116V | I:0.439A | mAh:850.21
[2026-01-16 23:48:23.078] V:4.116V | I:0.439A | mAh:850.33
[2026-01-16 23:48:24.087] V:4.112V | I:0.439A | mAh:850.45
[2026-01-16 23:48:25.092] V:4.116V | I:0.439A | mAh:850.57
[2026-01-16 23:48:26.086] V:4.116V | I:0.437A | mAh:850.70
[2026-01-16 23:48:27.084] V:4.116V | I:0.437A | mAh:850.82
[2026-01-16 23:48:28.089] V:4.116V | I:0.437A | mAh:850.94
[2026-01-16 23:48:29.094] V:4.116V | I:0.437A | mAh:851.06
[2026-01-16 23:48:30.101] V:4.112V | I:0.438A | mAh:851.18
[2026-01-16 23:48:31.091] V:4.112V | I:0.436A | mAh:851.30
[2026-01-16 23:48:32.099] V:4.112V | I:0.436A | mAh:851.43
[2026-01-16 23:48:33.094] V:4.112V | I:0.438A | mAh:851.55
[2026-01-16 23:48:34.102] V:4.116V | I:0.437A | mAh:851.67
[2026-01-16 23:48:35.111] V:4.116V | I:0.437A | mAh:851.79
[2026-01-16 23:48:36.100] V:4.116V | I:0.436A | mAh:851.91
[2026-01-16 23:48:37.109] V:4.112V | I:0.436A | mAh:852.03
[2026-01-16 23:48:38.103] V:4.116V | I:0.437A | mAh:852.16
[2026-01-16 23:48:39.108] V:4.116V | I:0.437A | mAh:852.28
[2026-01-16 23:48:40.118] V:4.116V | I:0.439A | mAh:852.40
[2026-01-16 23:48:41.109] V:4.116V | I:0.436A | mAh:852.52
[2026-01-16 23:48:42.118] V:4.116V | I:0.437A | mAh:852.64
[2026-01-16 23:48:43.125] V:4.116V | I:0.438A | mAh:852.76
[2026-01-16 23:48:44.119] V:4.116V | I:0.438A | mAh:852.89
[2026-01-16 23:48:45.129] V:4.120V | I:0.436A | mAh:853.01
[2026-01-16 23:48:46.123] V:4.116V | I:0.438A | mAh:853.13
[2026-01-16 23:48:47.131] V:4.112V | I:0.438A | mAh:853.25
[2026-01-16 23:48:48.125] V:4.116V | I:0.436A | mAh:853.37
[2026-01-16 23:48:49.134] V:4.112V | I:0.435A | mAh:853.49
[2026-01-16 23:48:50.127] V:4.116V | I:0.436A | mAh:853.61
[2026-01-16 23:48:51.138] V:4.120V | I:0.435A | mAh:853.74
[2026-01-16 23:48:52.143] V:4.116V | I:0.436A | mAh:853.86
[2026-01-16 23:48:53.136] V:4.116V | I:0.437A | mAh:853.98
[2026-01-16 23:48:54.144] V:4.112V | I:0.435A | mAh:854.10
[2026-01-16 23:48:55.138] V:4.116V | I:0.436A | mAh:854.22
[2026-01-16 23:48:56.143] V:4.116V | I:0.439A | mAh:854.34
[2026-01-16 23:48:57.150] V:4.116V | I:0.436A | mAh:854.46
[2026-01-16 23:48:58.143] V:4.116V | I:0.437A | mAh:854.59
[2026-01-16 23:48:59.150] V:4.116V | I:0.437A | mAh:854.71
[2026-01-16 23:49:00.161] V:4.116V | I:0.437A | mAh:854.83
[2026-01-16 23:49:01.151] V:4.112V | I:0.436A | mAh:854.95
[2026-01-16 23:49:02.160] V:4.116V | I:0.435A | mAh:855.07
[2026-01-16 23:49:03.154] V:4.116V | I:0.434A | mAh:855.19
[2026-01-16 23:49:04.163] V:4.116V | I:0.438A | mAh:855.31
[2026-01-16 23:49:05.170] V:4.116V | I:0.437A | mAh:855.44
[2026-01-16 23:49:06.174] V:4.116V | I:0.435A | mAh:855.56
[2026-01-16 23:49:07.169] V:4.116V | I:0.436A | mAh:855.68
[2026-01-16 23:49:08.177] V:4.116V | I:0.436A | mAh:855.80
[2026-01-16 23:49:09.164] V:4.116V | I:0.437A | mAh:855.92
[2026-01-16 23:49:10.172] V:4.112V | I:0.435A | mAh:856.04
[2026-01-16 23:49:11.174] V:4.116V | I:0.437A | mAh:856.16
[2026-01-16 23:49:12.173] V:4.116V | I:0.436A | mAh:856.29
[2026-01-16 23:49:13.172] V:4.116V | I:0.436A | mAh:856.41
[2026-01-16 23:49:14.187] V:4.120V | I:0.437A | mAh:856.53
[2026-01-16 23:49:15.191] V:4.112V | I:0.436A | mAh:856.65
[2026-01-16 23:49:16.178] V:4.116V | I:0.436A | mAh:856.77
[2026-01-16 23:49:17.184] V:4.112V | I:0.436A | mAh:856.89
[2026-01-16 23:49:18.192] V:4.116V | I:0.435A | mAh:857.01
[2026-01-16 23:49:19.199] V:4.120V | I:0.437A | mAh:857.14
[2026-01-16 23:49:20.187] V:4.112V | I:0.434A | mAh:857.26
[2026-01-16 23:49:21.196] V:4.116V | I:0.436A | mAh:857.38
[2026-01-16 23:49:22.204] V:4.116V | I:0.434A | mAh:857.50
[2026-01-16 23:49:23.198] V:4.116V | I:0.436A | mAh:857.62
[2026-01-16 23:49:24.201] V:4.112V | I:0.434A | mAh:857.74
[2026-01-16 23:49:25.207] V:4.120V | I:0.437A | mAh:857.86
[2026-01-16 23:49:26.212] V:4.116V | I:0.433A | mAh:857.98
[2026-01-16 23:49:27.215] V:4.120V | I:0.434A | mAh:858.10
[2026-01-16 23:49:28.205] V:4.112V | I:0.434A | mAh:858.22
[2026-01-16 23:49:29.212] V:4.116V | I:0.434A | mAh:858.35
[2026-01-16 23:49:30.219] V:4.116V | I:0.434A | mAh:858.47
[2026-01-16 23:49:31.222] V:4.116V | I:0.434A | mAh:858.59
[2026-01-16 23:49:32.216] V:4.116V | I:0.437A | mAh:858.71
[2026-01-16 23:49:33.220] V:4.120V | I:0.437A | mAh:858.83
[2026-01-16 23:49:34.228] V:4.116V | I:0.436A | mAh:858.95
[2026-01-16 23:49:35.220] V:4.120V | I:0.436A | mAh:859.07
[2026-01-16 23:49:36.224] V:4.112V | I:0.434A | mAh:859.19
[2026-01-16 23:49:37.231] V:4.116V | I:0.434A | mAh:859.31
[2026-01-16 23:49:38.236] V:4.116V | I:0.437A | mAh:859.44
[2026-01-16 23:49:39.226] V:4.116V | I:0.435A | mAh:859.56
[2026-01-16 23:49:40.236] V:4.112V | I:0.434A | mAh:859.68
[2026-01-16 23:49:41.231] V:4.116V | I:0.435A | mAh:859.80
[2026-01-16 23:49:42.240] V:4.116V | I:0.434A | mAh:859.92
[2026-01-16 23:49:43.234] V:4.116V | I:0.436A | mAh:860.04
[2026-01-16 23:49:44.242] V:4.116V | I:0.437A | mAh:860.16
[2026-01-16 23:49:45.248] V:4.116V | I:0.436A | mAh:860.28
[2026-01-16 23:49:46.242] V:4.120V | I:0.436A | mAh:860.41
